name,position,team,xP,status,news,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,selected_rank,selected_rank_type,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Oliver Dovin,GK,Coventry City,,a,,,,1.7,133,20,0,0,0,0,0,0.0,0,171,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,142267,0,0,0,3,0.0,0,0,0,0,40,False,0
Ryan Gravenberch,MID,Liverpool,,a,,,,1.9,128,41,1,0,26,0,2,16.0,11,371,0.05,0.11,0.06,1.10,9,2,0,4.4,24.4,2026-08-23T15:30:00Z,77,False,17,0,0,0,8,0,1,0,172067,1,1,2,2,4.0,5,0,0,0,60,False,0
Christian Nørgaard,MID,Everton,,d,Unspecified injury - 25% chance of playing,,25,0.2,372,137,0,0,0,0,0,0.0,0,21,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,8,0,0,0,0,0,1,0,10920,0,0,0,2,0.0,0,0,0,0,50,True,0
Nico Elvedi,DEF,Leeds,,a,,,,0.0,573,194,0,0,0,0,0,0.0,0,598,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,1842,0,0,1,0,0.0,0,0,0,0,45,False,0
Matz Sels,GK,Nott'm Forest,,a,,,,1.6,150,23,0,0,11,0,0,0.0,0,467,0.00,0.00,0.00,0.47,6,1,0,1.4,14.2,2026-08-22T14:00:00Z,90,False,13,0,0,0,9,0,1,2,140711,1,0,1,0,0.0,2,0,0,0,50,True,0
Daniel James,MID,Leeds,,a,,,,0.1,406,159,0,0,0,0,0,0.0,0,343,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,11272,0,0,1,0,0.0,0,0,0,0,50,False,0
Noni Madueke,MID,Arsenal,,a,,,,0.3,290,96,0,0,8,0,0,43.1,2,16,0.04,0.04,0.00,0.15,1,0,0,5.3,9.4,2026-08-21T19:00:00Z,22,False,7,0,0,0,2,0,1,0,30442,0,0,0,3,0.0,1,0,0,0,65,True,0
Jahnoah Markelo,FWD,Coventry City,,u,Has joined Shabab Al-Ahli Dubai permanently,,0,0.0,527,70,0,0,0,0,0,0.0,0,196,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,1827,0,0,0,3,0.0,0,0,0,0,50,False,0
Curtis Jones,MID,Liverpool,,d,Hip injury - 75% chance of playing,,75,0.1,459,186,0,0,0,0,0,0.0,0,373,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,0,1,0,4822,0,0,2,2,0.0,0,0,0,0,55,False,0
Matheus França de Oliveira,MID,Crystal Palace,,a,,,,0.0,504,211,0,0,0,0,0,0.0,0,217,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,0,1,0,3157,0,0,0,2,0.0,0,0,0,0,50,False,0
Cristian Romero,DEF,Spurs,,u,Has joined Atletico Madrid permanently,,0,0.4,276,102,0,0,0,0,0,0.0,0,500,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,25814,0,0,0,3,0.0,0,0,0,0,50,False,0
Johan Manzambi,MID,Aston Villa,,i,Knee injury - Unknown return date,,0,0.4,269,89,0,0,0,0,0,0.0,0,53,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,26624,0,0,0,4,0.0,0,0,0,0,60,False,0
Shea Charles,MID,Fulham,,a,,,,0.1,433,174,0,0,5,0,0,1.3,3,580,0.00,0.00,0.00,0.03,10,0,0,0.5,3.4,2026-08-24T19:00:00Z,23,False,6,0,0,0,2,0,1,0,8110,0,1,3,2,0.0,1,0,0,0,50,True,0
Viktor Gyökeres,FWD,Arsenal,,a,,,,9.7,42,8,0,0,0,0,0,0.0,0,25,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,0,1,0,816962,0,0,0,3,0.0,0,0,0,0,75,True,0
Jack Rudoni,MID,Coventry City,,a,,,100,0.1,403,158,0,0,3,0,0,3.8,5,183,0.00,0.15,0.15,0.29,1,0,0,2.6,5.6,2026-08-21T19:00:00Z,20,False,1,0,0,0,4,0,1,0,13002,0,1,0,3,17.0,1,0,0,0,50,False,0
Anthony Patterson,GK,Sunderland,,u,Has joined Wrexham permanently,,0,0.3,311,38,0,0,0,0,0,0.0,0,530,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,12,0,0,0,0,0,1,0,18557,0,0,1,2,0.0,0,0,0,0,40,False,0
Lukas Nmecha,FWD,Leeds,,a,,,,0.6,237,40,0,0,0,0,0,0.0,0,347,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,53564,0,0,1,0,0.0,0,0,0,0,55,False,0
Gabriel Gudmundsson,DEF,Leeds,,i,Hamstring injury - Unknown return date,,0,0.1,450,159,0,0,0,0,0,0.0,0,331,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,0,1,0,5099,0,0,1,0,0.0,0,0,0,0,45,False,0
Bryan Mbeumo,MID,Man Utd,,a,,,,36.5,6,3,0,0,12,0,0,28.1,4,427,0.23,0.73,0.50,1.01,4,2,0,8.7,9.6,2026-08-22T11:30:00Z,90,False,11,0,0,0,4,0,1,0,3492739,1,0,0,2,49.0,2,0,0,0,80,False,0
Conor Bradley,DEF,Liverpool,,i,Knee injury - Unknown return date,,0,0.0,571,193,0,0,0,0,0,0.0,0,360,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,0,1,0,957,0,0,2,2,0.0,0,0,0,0,50,False,0
Eberechi Eze,MID,Arsenal,,a,,,,2.2,123,39,0,0,4,0,0,1.8,2,14,0.00,0.04,0.04,0.15,1,0,0,0.1,0.0,2026-08-21T19:00:00Z,14,False,7,0,0,0,2,0,1,0,188164,0,0,0,3,1.0,1,0,0,0,65,True,0
Emiliano Martínez Romero,GK,Aston Villa,,a,,,,4.5,75,11,0,0,0,0,0,0.0,0,28,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,0,1,0,388040,0,0,0,4,0.0,0,0,0,0,50,False,0
Facundo Buonanotte,MID,Brighton,,u,Has joined Elche on loan for the rest of the season,,0,0.0,582,249,0,0,0,0,0,0.0,0,128,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,2,0,0,0,0,0,1,0,528,0,0,0,4,0.0,0,0,0,0,50,True,0
Mats Wieffer,DEF,Brighton,,a,,,,0.3,314,117,0,1,32,1,4,26.3,8,130,0.05,0.14,0.09,0.29,7,0,0,4.9,16.6,2026-08-23T13:00:00Z,77,False,2,0,0,0,5,0,1,0,22925,1,4,0,4,6.0,7,0,0,0,50,True,0
Rodrigo Bentancur,MID,Spurs,,a,,,,0.2,351,124,0,0,8,0,0,14.7,5,516,0.01,0.01,0.00,2.18,2,1,0,1.7,2.0,2026-08-22T16:30:00Z,45,False,4,0,0,0,2,0,1,0,17403,0,3,0,3,0.0,1,0,0,0,55,False,0
Semi Ajayi,DEF,Hull City,,a,,,,0.9,195,72,0,2,39,1,7,0.2,7,279,0.00,0.52,0.52,0.86,4,0,1,7.9,44.2,2026-08-22T11:30:00Z,63,False,16,0,0,0,3,0,1,0,83256,1,0,0,2,35.0,14,0,0,0,40,True,0
Keane Lewis-Potter,MID,Brentford,,a,,,,0.4,263,84,0,2,37,1,4,15.9,10,86,0.12,0.89,0.77,0.57,2,0,1,8.2,47.2,2026-08-22T16:30:00Z,90,False,19,0,0,0,5,0,1,0,38558,1,1,0,3,19.0,10,0,0,0,55,True,0
Levi Samuels Colwill,DEF,Chelsea,,a,,,,1.6,147,61,0,0,6,0,2,1.6,4,149,0.03,0.04,0.01,1.33,10,2,0,1.5,6.0,2026-08-24T19:00:00Z,90,False,10,0,0,0,3,0,1,0,142918,1,2,3,2,7.0,0,0,0,0,50,False,1
Junior Kroupi,MID,Bournemouth,,i,Foot injury - Unknown return date,,0,0.7,214,70,0,0,0,0,0,0.0,0,78,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,0,1,0,42378,0,0,1,2,0.0,0,0,0,0,75,False,0
Cody Drameh,DEF,Hull City,,i,Hamstring injury - Expected back 29 Aug,,0,0.0,565,191,0,0,4,0,2,0.0,3,281,0.00,0.05,0.05,0.67,4,0,0,0.3,2.2,2026-08-22T11:30:00Z,20,False,16,0,0,0,2,0,1,0,1668,0,1,0,2,1.0,1,0,0,0,40,True,0
Andrew Robertson,DEF,Spurs,,a,,,,3.6,83,32,0,0,13,0,9,19.2,11,502,0.06,0.06,0.00,3.87,2,3,0,5.3,31.8,2026-08-22T16:30:00Z,90,False,4,0,0,0,3,0,1,0,350993,1,2,0,3,2.0,3,0,0,0,45,False,0
Cameron Humphreys,MID,Ipswich Town,0.0,,,,,,,,0,0,0,0,0,0.0,0,602,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,0,0,0,45,True,0
Chuba Akpom,FWD,Ipswich Town,,a,,,,0.5,250,43,0,0,3,0,0,0.0,3,320,0.00,0.00,0.00,0.03,5,0,0,0.3,1.4,2026-08-22T14:00:00Z,24,False,20,0,0,0,2,0,1,0,47871,0,1,1,2,2.0,1,0,0,0,50,True,0
João Victor de Souza Menezes,DEF,Spurs,,a,,,,0.3,301,111,0,0,0,0,0,0.0,0,511,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,27254,0,0,0,3,0.0,0,0,0,0,40,False,0
Robert Lynch Sánchez,GK,Chelsea,,a,,,,2.3,119,19,0,0,6,0,1,0.0,0,140,0.01,0.01,0.00,1.33,10,2,0,2.1,21.4,2026-08-24T19:00:00Z,90,False,10,0,0,0,5,0,1,4,207899,1,0,3,2,0.0,2,0,0,0,50,False,0
Reece James,DEF,Chelsea,,a,,,,9.4,45,17,0,0,5,0,6,16.8,6,142,0.07,0.17,0.10,1.33,10,2,0,5.9,23.4,2026-08-24T19:00:00Z,90,False,10,0,0,0,4,0,1,0,879361,1,0,3,2,19.0,0,0,0,0,55,False,1
Florian Wirtz,MID,Liverpool,,a,,,,13.2,32,10,0,0,16,0,0,17.9,5,366,0.04,0.30,0.26,0.51,9,2,0,5.7,9.8,2026-08-23T15:30:00Z,62,False,17,0,0,0,4,0,1,0,1122658,1,1,2,2,29.0,2,0,0,0,75,False,0
Caleb Yirenkyi,MID,Coventry City,,a,,,,0.3,323,110,0,0,2,0,0,3.1,3,575,0.00,0.00,0.00,1.56,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,61,False,1,0,0,0,3,0,1,0,23536,1,0,0,3,0.0,1,0,0,0,50,False,1
Emersonn Correia da Silva,FWD,Ipswich Town,,a,,,,0.4,282,48,0,3,41,0,1,26.3,3,316,0.06,0.88,0.82,0.63,5,1,1,11.2,45.6,2026-08-22T14:00:00Z,65,False,20,0,0,0,1,0,1,0,33590,1,1,1,2,40.0,9,0,0,0,55,True,0
Fábio Ferreira Vieira,MID,Arsenal,,a,,,,0.0,577,244,0,0,0,0,0,0.0,0,23,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,0,1,0,892,0,0,0,3,0.0,0,0,0,0,55,True,0
George Hemmings,MID,Aston Villa,,a,,,,0.6,229,75,0,0,12,0,0,11.6,5,51,0.00,0.00,0.00,3.77,7,4,0,2.4,10.6,2026-08-23T13:00:00Z,90,False,5,0,0,0,2,0,1,0,60759,1,3,0,4,2.0,2,0,0,0,45,False,0
Abu Kamara,MID,Hull City,,u,Has joined Portsmouth permanently,,0,0.0,581,248,0,0,0,0,0,0.0,0,293,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,0,1,0,555,0,0,0,2,0.0,0,0,0,0,50,True,0
Rio Ngumoha,MID,Liverpool,,a,,,,1.2,176,58,0,0,9,0,0,6.0,3,369,0.02,0.06,0.04,0.51,9,2,0,1.3,2.4,2026-08-23T15:30:00Z,62,False,17,0,0,0,2,0,1,0,104767,1,1,2,2,5.0,2,0,0,0,60,False,0
Joe Gomez,DEF,Liverpool,,i,Muscular injury - Unknown return date,,0,0.0,538,182,0,0,0,0,0,0.0,0,359,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,0,1,0,1714,0,0,2,2,0.0,0,0,0,0,50,False,0
Zadok Yohanna,MID,Brighton,,a,,,,0.1,447,179,0,0,3,0,0,1.3,0,135,0.03,0.03,0.00,0.00,7,0,0,0.2,0.2,2026-08-23T13:00:00Z,12,False,2,0,0,0,0,0,1,0,6623,0,0,0,4,0.0,1,0,0,0,50,True,0
Mark Travers,GK,Everton,,a,,,,0.0,518,59,0,0,0,0,0,0.0,0,227,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,8,0,0,0,0,0,1,0,3019,0,0,0,2,0.0,0,0,0,0,50,True,0
Alexis Mac Allister,MID,Liverpool,,a,,,,1.7,134,42,0,0,9,0,0,1.4,3,372,0.01,0.01,0.00,1.07,9,0,0,0.7,5.8,2026-08-23T15:30:00Z,27,False,17,0,0,0,1,0,1,0,151941,0,2,2,2,0.0,1,0,0,0,55,False,0
Benjamin Lecomte,GK,Fulham,,a,,,,1.3,172,25,0,0,0,0,0,0.0,0,251,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,6,0,0,0,0,0,1,0,107540,0,0,3,2,0.0,0,0,0,0,40,True,0
Harry Amass,DEF,Man Utd,,a,,,,0.2,341,129,0,0,0,0,0,0.0,0,424,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,0,1,0,18310,0,0,0,2,0.0,0,0,0,0,40,False,0
Raphael Borges Rodrigues,MID,Coventry City,,a,,,,0.2,358,127,0,0,0,0,0,0.0,0,191,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,16813,0,0,0,3,0.0,0,0,0,0,45,False,0
Luke O'Nien,DEF,Sunderland,,a,,,,3.5,86,33,0,0,1,0,4,1.4,5,539,0.01,0.02,0.01,1.69,5,1,0,1.7,11.4,2026-08-22T14:00:00Z,66,False,12,0,0,0,4,0,1,0,332959,1,1,1,2,4.0,1,0,0,0,40,False,1
Axel Disasi,DEF,Chelsea,,a,,,,0.1,477,164,0,0,0,0,0,0.0,0,153,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,0,1,0,5243,0,0,3,2,0.0,0,0,0,0,45,False,0
Kiernan Dewsbury-Hall,MID,Everton,,a,,,,3.3,92,31,0,3,40,1,1,28.3,8,236,0.17,0.29,0.12,1.92,3,0,1,9.8,42.8,2026-08-22T14:00:00Z,90,False,8,0,0,0,5,0,1,0,288693,1,2,0,2,27.0,11,0,0,0,65,True,0
Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,,a,,,,1.3,171,55,0,0,3,0,0,0.4,1,157,0.00,0.00,0.00,0.09,10,0,0,0.1,0.2,2026-08-24T19:00:00Z,7,False,10,0,0,0,1,0,1,0,109575,0,0,3,2,0.0,1,0,0,0,65,False,0
Kai Andrews,MID,Coventry City,,a,,,,0.7,221,73,0,0,0,0,0,0.0,0,192,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,62690,0,0,0,3,0.0,0,0,0,0,45,False,0
Vitezslav Jaros,GK,Liverpool,,i,Knee injury - Unknown return date,,0,0.0,560,66,0,0,0,0,0,0.0,0,354,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,0,1,0,1351,0,0,2,2,0.0,0,0,0,0,40,False,0
Victor Munoz,MID,Liverpool,,a,,,,0.6,242,80,1,0,15,0,0,8.9,0,377,0.04,0.14,0.10,1.07,9,0,0,2.7,4.0,2026-08-23T15:30:00Z,27,False,17,0,0,0,0,0,1,0,48042,0,0,2,2,14.0,4,0,0,0,65,False,0
Sidiki Cherif,FWD,Coventry City,,a,,,,0.0,490,67,0,0,0,0,0,0.0,0,599,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,7348,0,0,0,3,0.0,0,0,0,0,50,False,0
Jack Butland,GK,Hull City,,i,Arm injury - Unknown return date,,0,0.2,379,40,0,0,0,0,0,0.0,0,274,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,0,1,0,11096,0,0,0,2,0.0,0,0,0,0,45,True,0
Konstantinos Tzolakis,GK,Hull City,,a,,,,0.5,248,34,0,3,41,1,0,0.0,0,572,0.00,0.00,0.00,1.83,4,0,0,3.5,34.6,2026-08-22T11:30:00Z,90,False,16,0,0,0,22,0,1,5,48305,1,0,0,2,0.0,10,0,0,0,45,True,0
Alex Scott,MID,Bournemouth,,a,,,,1.5,154,45,0,0,17,0,1,4.8,11,69,0.01,0.01,0.00,2.25,8,2,0,1.6,11.4,2026-08-23T13:00:00Z,90,False,15,0,0,0,6,0,1,0,134668,1,4,1,2,0.0,2,0,0,0,60,False,0
Daniel Jebbison,FWD,Bournemouth,0.0,,,,,,,,0,0,6,0,0,0.8,1,608,0.00,0.10,0.10,0.31,8,2,0,2.1,3.4,2026-08-23T13:00:00Z,15,False,15,0,0,0,1,0,1,0,0,0,0,1,2,17.0,1,0,0,0,50,False,0
Oscar Mingueza,DEF,Crystal Palace,,a,,,,0.1,434,150,0,0,0,0,0,0.0,0,207,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,0,1,0,7928,0,0,0,2,0.0,0,0,0,0,45,False,0
Ryan Christie,MID,Bournemouth,,s,Suspended until 29 Aug,,0,0.0,569,240,0,0,0,0,0,0.0,0,75,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,0,1,0,1007,0,0,1,2,0.0,0,0,0,0,50,False,0
Leo Shahar,DEF,Newcastle,0.0,,,,,,,,0,0,0,0,0,0.0,0,609,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,14,0,0,0,0,0,1,0,0,0,0,2,2,0.0,0,0,0,0,40,True,0
Joe Gelhardt,MID,Hull City,,i,Ankle injury - Expected back 5 Sep,,0,0.0,544,225,0,0,0,0,0,0.0,0,340,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,0,1,0,1365,0,0,0,2,0.0,0,0,0,0,50,True,0
Kaine Kesler-Hayden,DEF,Coventry City,,a,,,,0.1,461,161,0,0,0,0,0,0.0,0,177,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,0,1,0,6032,0,0,0,3,0.0,0,0,0,0,40,False,0
Antoni Milambo,MID,Brentford,,i,Knee injury - Unknown return date,,0,0.0,595,259,0,0,0,0,0,0.0,0,99,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,0,1,0,187,0,0,0,3,0.0,0,0,0,0,50,True,0
Ben Johnson,DEF,Ipswich Town,,a,,,,0.1,417,146,0,0,0,0,0,0.0,0,307,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,0,1,0,10016,0,0,1,2,0.0,0,0,0,0,40,True,0
Abdul Fatawu,MID,Ipswich Town,,a,,,,0.2,324,111,0,0,22,0,1,28.4,7,315,0.41,0.41,0.00,0.63,5,1,0,5.5,18.6,2026-08-22T14:00:00Z,65,False,20,0,0,0,2,0,1,0,21235,1,4,1,2,8.0,2,0,0,0,55,True,0
Marcos Senesi Barón,DEF,Spurs,,a,,,,8.5,49,20,0,0,10,0,11,2.2,16,498,0.02,0.02,0.00,3.87,2,3,0,3.9,36.6,2026-08-22T16:30:00Z,90,False,4,0,0,0,2,0,1,0,724252,1,5,0,3,0.0,3,0,0,0,60,False,0
James Garner,MID,Everton,,i,Groin injury - Unknown return date,,0,0.2,382,142,0,0,6,0,0,11.8,1,239,0.03,0.03,0.00,0.34,3,0,0,1.9,4.8,2026-08-22T14:00:00Z,11,False,8,0,0,0,0,0,1,0,11659,0,1,0,2,2.0,1,0,0,0,60,True,0
Iliman Ndiaye,MID,Everton,,a,,,,15.9,27,8,1,1,36,1,0,39.8,12,237,0.32,0.56,0.24,1.96,3,0,0,12.9,40.8,2026-08-22T14:00:00Z,90,False,8,0,0,0,8,0,1,0,1434152,1,4,0,2,48.0,9,0,0,0,60,True,0
Eliot Matazo,MID,Hull City,,i,Knee injury - Unknown return date,,0,0.0,584,250,0,0,0,0,0,0.0,0,291,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,0,1,0,600,0,0,0,2,0.0,0,0,0,0,45,True,0
Ismaïla Sarr,MID,Crystal Palace,,a,,,,5.2,67,22,0,0,0,0,0,0.0,0,208,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,0,1,0,424225,0,0,0,2,0.0,0,0,0,0,65,False,0
Shumaira Mheuka,FWD,Chelsea,,a,,,,0.3,288,51,0,0,0,0,0,0.0,0,169,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,0,1,0,30422,0,0,3,2,0.0,0,0,0,0,45,False,0
Carlos Alcaraz Durán,MID,Everton,,a,,,,0.1,438,176,0,0,7,0,0,0.3,3,243,0.00,0.02,0.02,0.04,3,0,0,2.2,5.0,2026-08-22T14:00:00Z,1,False,8,0,0,0,2,0,1,0,8329,0,1,0,2,17.0,1,0,0,0,50,True,0
Jack Grealish,MID,Man City,,a,,,100,0.2,376,139,0,0,2,0,0,0.6,1,238,0.00,0.00,0.00,0.00,8,0,0,0.2,1.0,2026-08-23T13:00:00Z,8,False,3,0,0,0,0,0,1,0,16005,0,1,1,2,0.0,1,0,0,0,65,True,0
Kostas Tsimikas,DEF,Liverpool,,a,,,,0.1,448,157,0,0,0,0,0,0.0,0,364,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,0,1,0,6683,0,0,2,2,0.0,0,0,0,0,50,False,0
Virgil van Dijk,DEF,Liverpool,,a,,,,18.6,19,6,0,0,8,0,9,1.6,11,356,0.01,0.26,0.25,1.58,9,2,0,5.1,25.6,2026-08-23T15:30:00Z,90,False,17,0,0,0,6,0,1,0,1670280,1,2,2,2,24.0,2,0,0,0,65,False,1
Jacob Greaves,DEF,Ipswich Town,,a,,,,1.4,165,67,0,0,12,0,4,1.3,7,306,0.00,0.00,0.00,0.66,5,1,0,1.8,16.4,2026-08-22T14:00:00Z,90,False,20,0,0,0,1,0,1,0,134129,1,3,1,2,0.0,2,0,0,0,40,True,0
Jeremy Monga,MID,Man City,,a,,,,0.0,554,233,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,0,1,0,1505,0,0,1,2,0.0,0,0,0,0,50,True,0
Jean-Philippe Mateta,FWD,Crystal Palace,,a,,,,5.8,64,10,0,0,-3,0,1,12.3,5,223,0.02,0.72,0.70,0.98,3,2,0,2.5,1.4,2026-08-22T14:00:00Z,62,False,9,0,0,0,2,0,1,0,504100,1,2,0,2,11.0,2,0,0,0,65,False,0
Amar Dedic,DEF,Newcastle,,a,,,,0.2,377,143,0,0,-1,0,7,1.2,9,593,0.00,0.03,0.03,2.98,9,2,0,2.3,16.4,2026-08-23T15:30:00Z,90,False,14,0,0,0,2,0,1,0,20712,1,2,2,2,5.0,1,0,0,0,45,True,0
Vitaly Janelt,MID,Brentford,,a,,,,0.1,426,170,0,0,35,1,6,38.8,13,98,0.17,0.56,0.39,0.57,2,0,1,11.6,53.2,2026-08-22T16:30:00Z,90,False,19,0,0,0,3,0,1,0,9018,1,4,0,3,24.0,9,0,0,0,50,True,1
Darnell Furlong,DEF,Ipswich Town,,a,,,,0.6,232,89,0,0,0,0,0,0.0,0,308,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,20,0,0,0,0,0,1,0,56130,0,0,1,2,0.0,0,0,0,0,40,True,0
Martin Dubravka,GK,Spurs,,a,,,,20.4,18,4,0,0,0,0,0,0.0,0,497,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,1778139,0,0,0,3,0.0,0,0,0,0,40,False,0
Yankuba Minteh,MID,Brighton,,i,Leg injury - Expected back 28 Nov,,0,0.1,389,145,0,0,0,0,0,0.0,0,122,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,2,0,0,0,0,0,1,0,9337,0,0,0,4,0.0,0,0,0,0,60,True,0
Piero Hincapié,DEF,Arsenal,,a,,,,2.1,124,50,0,0,3,0,0,0.5,0,9,0.00,0.00,0.00,0.15,1,0,0,0.1,0.4,2026-08-21T19:00:00Z,9,False,7,0,0,0,0,0,1,0,165924,0,0,0,3,0.0,1,0,0,0,55,True,0
Pedro Porro Sauceda,DEF,Spurs,,a,,,,22.5,13,3,0,0,0,0,0,0.0,0,499,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,0,1,0,1595087,0,0,0,3,0.0,0,0,0,0,55,False,0
Yéremy Pino Santos,MID,Crystal Palace,,a,,,,0.2,342,120,0,0,4,0,0,6.3,5,211,0.02,0.08,0.06,0.27,3,0,0,1.4,2.0,2026-08-22T14:00:00Z,35,False,9,0,0,0,3,0,1,0,18106,0,2,0,2,6.0,1,0,0,0,55,False,0
Emmanuel Emegha,FWD,Chelsea,,a,,,100,0.1,423,61,0,0,0,0,0,0.0,0,170,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,0,1,0,11724,0,0,3,2,0.0,0,0,0,0,50,False,0
