name,position,team,xP,status,news,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,selected_rank,selected_rank_type,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,GW
Simon Adingra,MID,Sunderland,,i,Ankle injury - Unknown return date,,0,0.2,369,135,0,0,0,0,0.0,546,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,12,0,0,0,0,1,0,9551,0,1,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
James McAtee,MID,Nott'm Forest,,a,,,,0.0,513,215,0,0,18,1,42.5,486,0.16,0.16,0.00,0.34,6,0,0,5.4,11.6,2026-08-22T14:00:00Z,73,False,13,0,0,0,0,1,0,3147,1,1,0,0.0,3,0,0,0,55,True,0,2,8,5,1,1
Jonah Kusi-Asare,FWD,Fulham,,a,,,,7.5,56,9,0,0,0,0,0.0,272,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,6,0,0,0,0,1,0,669004,0,3,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Julio Enciso,MID,Ipswich Town,,a,,,,0.2,330,115,1,0,24,0,14.0,591,0.31,0.54,0.23,0.63,5,1,0,5.4,21.6,2026-08-22T14:00:00Z,70,False,20,0,0,0,0,1,0,24595,1,1,2,18.0,5,0,0,0,55,True,0,2,8,5,1,1
Leif Davis,DEF,Ipswich Town,,a,,,,5.3,65,26,0,0,10,0,2.3,305,0.01,0.01,0.00,0.66,5,1,0,1.8,15.2,2026-08-22T14:00:00Z,90,False,20,0,0,0,0,1,0,479363,1,1,2,0.0,2,0,0,0,40,True,0,7,7,4,0,1
Ollie Watkins,FWD,Aston Villa,,a,,,,10.9,37,7,0,0,0,0,0.0,55,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,1,0,898121,0,0,4,0.0,0,0,0,0,80,False,0,0,0,0,0,1
Kevin Schade,MID,Brentford,,a,,,,3.5,87,29,0,0,17,1,11.8,94,0.01,0.53,0.52,0.57,2,0,0,8.5,14.4,2026-08-22T16:30:00Z,90,False,19,0,0,0,0,1,0,330810,1,0,3,59.0,3,0,0,0,60,True,0,1,9,5,3,1
Cristhian Mosquera,DEF,Arsenal,,a,,,,7.6,55,22,0,0,27,1,0.6,11,0.00,0.00,0.00,0.20,1,0,0,1.5,14.4,2026-08-21T19:00:00Z,90,False,7,0,0,0,0,1,0,571606,1,0,3,0.0,6,0,0,0,55,True,0,6,6,3,0,1
John Egan,DEF,Hull City,,a,,,,1.6,151,62,0,0,27,1,0.1,277,0.00,0.00,0.00,1.83,4,0,0,4.6,43.4,2026-08-22T11:30:00Z,90,False,16,0,0,0,0,1,0,134746,1,0,2,2.0,8,0,0,0,40,True,0,20,21,3,1,1
Liam Kitching,DEF,Coventry City,,a,,,,0.7,223,85,0,0,0,0,0.0,174,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,1,0,60272,0,0,3,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Andrés García,DEF,Aston Villa,,a,,,,1.7,135,55,0,0,0,0,0.0,38,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,5,0,0,0,0,1,0,157304,0,0,4,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Kaye Furo,FWD,Brentford,,a,,,,0.9,201,31,0,0,0,0,0.0,107,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,1,0,78000,0,0,3,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Kobbie Mainoo,MID,Man Utd,,a,,,,1.0,188,63,0,0,7,0,2.5,432,0.01,0.08,0.07,0.07,4,0,0,0.7,2.8,2026-08-22T11:30:00Z,23,False,11,0,0,0,0,1,0,89014,0,0,2,2.0,1,0,0,0,55,False,0,0,1,1,0,1
Lucas Estella Perri,GK,Leeds,,a,,,,0.6,235,30,0,0,0,0,0.0,326,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,18,0,0,0,0,1,0,52897,0,1,0,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Pau Torres,DEF,Aston Villa,,a,,,,0.4,270,99,0,0,-14,0,0.7,34,0.00,0.00,0.00,3.55,7,4,0,0.0,0.0,2026-08-23T13:00:00Z,73,False,5,0,0,0,0,1,0,38472,1,0,4,0.0,0,0,0,0,45,False,0,5,5,1,0,1
Moisés Caicedo Corozo,MID,Chelsea,,a,,,,3.9,79,27,0,0,0,0,0.0,159,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,347122,0,3,2,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Benjamin White,DEF,Arsenal,,a,,,100,3.9,80,29,1,2,37,1,26.8,10,0.21,0.39,0.18,0.20,1,0,0,7.3,33.2,2026-08-21T19:00:00Z,90,False,7,0,0,0,0,1,0,401419,1,0,3,13.0,11,0,0,0,55,True,0,4,5,3,1,1
César Palacios,MID,Fulham,,a,,,,0.2,343,121,0,0,10,0,7.3,570,0.01,0.17,0.16,2.21,10,3,0,1.8,2.8,2026-08-24T19:00:00Z,72,False,6,0,0,0,0,1,0,18267,1,3,2,8.0,2,0,0,0,55,True,0,0,4,2,2,1
Divine Mukasa,MID,Man City,,a,,,,0.2,375,138,0,0,0,0,0.0,409,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,16621,0,1,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Abdülkadir Ömür,MID,Hull City,,a,,,,0.0,548,228,0,0,0,0,0.0,292,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,1,0,1546,0,0,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Merlin Röhl,MID,Everton,,a,,,,0.1,471,193,0,0,12,1,13.0,246,0.06,0.06,0.00,1.96,3,0,0,2.9,13.8,2026-08-22T14:00:00Z,90,False,8,0,0,0,0,1,0,5179,1,0,2,2.0,3,0,0,0,50,True,0,2,9,5,2,1
Jay Dasilva,DEF,Coventry City,,a,,,,0.8,206,78,0,0,-4,0,3.8,176,0.02,0.02,0.00,1.88,1,3,0,1.8,13.8,2026-08-21T19:00:00Z,90,False,1,0,0,0,0,1,0,73424,1,0,3,0.0,1,0,0,0,40,False,0,6,6,1,0,1
Charalampos Kostoulas,FWD,Brighton,,a,,,,0.2,331,55,0,0,-1,0,0.4,138,0.00,0.18,0.18,0.10,7,0,0,0.9,0.0,2026-08-23T13:00:00Z,26,False,2,0,0,0,0,1,0,19339,0,0,4,10.0,1,0,0,0,55,True,0,0,2,1,1,1
Chris Wood,FWD,Nott'm Forest,,a,,,,1.8,130,18,0,0,3,0,2.4,490,0.01,0.13,0.12,0.22,6,1,0,0.4,0.0,2026-08-22T14:00:00Z,28,False,13,0,0,0,0,1,0,159951,0,1,0,3.0,1,0,0,0,60,True,0,0,1,1,0,1
